cell_idx,cell_name,Apelin signaling pathway,Axon guidance,B cell receptor signaling pathway,C-type lectin receptor signaling pathway,Calcium signaling pathway,cAMP signaling pathway,Cardiac muscle contraction,Cellular senescence,Chemokine signaling pathway,Cholinergic synapse,ErbB signaling pathway,Estrogen signaling pathway,Focal adhesion,Gap junction,GnRH secretion,"Growth hormone synthesis, secretion and action",Insulin secretion,JAK-STAT signaling pathway,MAPK signaling pathway,Melanogenesis,Natural killer cell mediated cytotoxicity,Oxidative phosphorylation,Phospholipase D signaling pathway,PI3K-Akt signaling pathway,Protein digestion and absorption,Rap1 signaling pathway,Ras signaling pathway,Regulation of actin cytoskeleton,Regulation of lipolysis in adipocytes,Relaxin signaling pathway,Renin secretion,Serotonergic synapse,Signaling pathways regulating pluripotency of stem cells,Taste transduction,Th17 cell differentiation,Thermogenesis,Thyroid hormone signaling pathway,Wnt signaling pathway
56,SNU-81,0.007565318,0.050591538,0.11178621,0.041042974,0.033347945,0.062101821,0.168406823,0.185819274,0.041341215,0.013962768,0.154506029,0.119237073,0.034324178,0.000607221,0.069683897,0.069352632,0.062814364,0.054389945,0.096895099,0.069895313,0.066042914,0.364060308,0.080269155,0.032838173,-0.063716144,0.066583071,0.063232327,0.092194861,0.070554366,0.002306317,-0.057458622,0.044782143,0.089768488,-0.071428299,0.032203807,0.281249293,0.172284331,0.13384799
57,SNU-61,0.02506044,0.068323076,0.048192549,0.086994936,0.129637576,0.122098344,0.217132595,0.081595613,0.10886253,0.079230552,0.007477212,0.158158988,0.061802647,0.11274739,0.027396524,0.028094878,0.127513738,0.053302944,0.059716287,0.090316739,0.132877543,0.340938448,0.072643299,0.072708522,0.099698977,0.088619542,0.076409447,0.137547832,0.121274475,-0.005653745,0.130149675,0.176305321,0.008585733,0.131279208,0.018969157,0.20495126,0.011551699,0.095108998
58,EW-7,0.063319397,0.157597898,0.095861886,0.041593442,0.12195874,0.092735759,0.08579323,0.158416249,0.036765622,0.114743968,0.16831403,0.07337242,0.04523125,0.202504126,0.212281977,0.144322919,0.11413398,0.057941215,0.150848614,0.119128949,0.054256315,0.004245244,0.087839505,0.045181373,-0.06164894,0.075522788,0.070018101,0.041990566,0.120291684,0.065929252,0.090792182,0.011506391,0.276129376,0.121047845,0.032918465,0.052270622,0.176299358,0.166150182
59,EW-3,0.070938312,0.149121538,-0.034107674,-0.056247647,0.042047654,0.027353056,0.014716514,0.117868363,0.001664337,0.134942944,0.17483887,-0.02149264,0.03704099,0.157063871,0.183376836,0.153492037,0.080433628,-0.045628357,0.061515618,0.020939406,-0.025508247,-0.072741528,0.091186556,0.001476065,-0.024031651,0.031341228,0.036558648,0.070088695,0.174890874,0.030676574,0.108628144,0.057896278,0.198448868,0.077311203,-0.092108567,0.067807752,0.128176393,0.15140517
60,EW-11,0.036067403,0.181567067,0.040349268,-0.046478092,-0.002197309,-0.020413462,0.047330748,0.115851798,-0.009936116,0.079419157,0.229313562,-0.032504126,0.019922975,0.130592677,0.094535513,0.094132132,0.024982083,-0.106986059,0.063290158,0.024279889,-0.030805717,0.11868657,0.071737346,-0.033254943,-0.066407306,0.030122697,0.052495486,0.060494735,0.071996261,0.040318214,0.00260199,0.022667942,0.136341337,0.058242173,-0.095111902,0.136190581,0.180136108,0.183757821
61,D-566MG,0.201691239,0.261566288,0.108856667,0.266327008,0.087749985,0.156206916,0.011781353,0.219425709,0.126622448,0.173400743,0.20414701,0.139497765,0.355967425,0.305005715,0.165321404,0.216341375,0.115647799,0.149890668,0.226766517,0.227776196,0.154515099,-0.160076881,0.247267952,0.184106642,0.154597829,0.272539115,0.2267148,0.287195183,0.146600356,0.32036615,0.178373399,0.101783061,0.181516183,0.055385363,0.156709176,0.041163183,0.236474604,0.271459918
62,D-542MG,0.282806506,0.382304822,0.127363409,0.203031588,0.148187905,0.148223888,0.002331478,0.204701907,0.161937486,0.23272051,0.33172833,0.154446534,0.365116376,0.292144123,0.208479078,0.260135484,0.166521062,0.100570929,0.232965227,0.266585759,0.136764051,-0.132670281,0.303361205,0.218412066,0.189743132,0.291538817,0.266223633,0.306423642,0.206418174,0.326978783,0.236035028,0.114002367,0.20964686,0.050224025,0.128712999,0.001260409,0.283884202,0.225194413
63,D-502MG,0.146375987,0.25497225,0.073537061,0.144603423,0.016116729,0.118941959,0.022632826,0.101546714,0.058194593,0.074889492,0.265403738,0.060803628,0.289777324,0.178392421,0.132633999,0.171821437,0.104185276,0.061364756,0.198398606,0.154900889,0.039906519,-0.04605164,0.164691019,0.127437473,-0.009201676,0.185729839,0.197718331,0.225558871,0.085974745,0.226280799,0.014561237,-0.017430681,0.186599739,0.077631246,0.031084162,0.039647354,0.207106323,0.22093293
64,D-423MG,0.063891138,0.175547267,-0.0082488,0.169089041,0.025703615,0.017510045,0.036602942,0.152141909,0.135760792,0.042378184,0.128363125,-0.002603364,0.206129388,0.143132828,0.054703171,0.086592396,-0.003477764,0.157110905,0.166096815,0.074805986,0.107835699,-0.009498409,0.092859525,0.124645331,0.10292925,0.146393716,0.12991798,0.153012931,0.030151627,0.158457455,-0.046177149,0.041587684,0.139215466,0.091803194,0.120866247,0.095237655,0.179907019,0.136633248
65,A2780,0.091430955,0.112545895,-0.125224326,0.028315204,0.043956546,0.033764779,0.173933652,0.116327099,0.021169371,0.014128366,0.043922758,-0.014846763,0.0836609,0.076427742,0.110736115,0.0800254,-0.021395013,0.058829204,0.075428533,0.048195755,-0.03866912,0.256883458,0.037605274,0.094490432,0.027220335,0.089220555,0.05169359,0.101112223,-0.030912864,0.058129341,-0.05241584,0.019767264,0.17752613,0.073562981,-0.067201815,0.229655072,0.099130701,0.184676822
66,ALL-PO,0.164576761,0.006691241,0.432171307,0.299738886,0.097241709,0.045127362,-0.053347601,0.315736808,0.183830707,0.108438491,0.198357949,0.040756276,0.045702892,0.033959046,0.079036999,0.136608145,-0.006412884,0.13553857,0.137310227,0.00620572,0.312878865,-0.040486717,0.198414442,0.104130547,-0.087666871,0.068391339,0.109430993,0.117676403,0.03460632,0.074236754,0.08972024,-0.007746939,-0.006802188,0.080033455,0.261140056,0.087303271,0.253816271,0.047706814
67,CAS-1,0.132642346,0.273919242,-0.093465021,0.168905008,0.197785751,0.116506322,-0.017500941,0.005476752,0.163392122,0.146809987,0.094244507,0.113086905,0.302407378,0.229930761,0.130053602,0.139010014,0.129706168,0.21492623,0.154525469,0.135085259,0.190912651,-0.19315226,0.193083567,0.210694462,0.343593039,0.216703637,0.170641408,0.251756671,0.12906068,0.196343725,0.16827727,0.104160102,0.122469728,0.168338984,0.13177564,-0.097828747,0.06789338,0.155835922
68,FTC-133,0.191691917,0.155249016,0.042799004,0.07958275,0.113902423,0.103862702,0.19590616,0.166565385,0.135879064,0.183898575,0.150089063,0.192833815,0.234445218,0.233658755,0.129253334,0.16188392,0.107970909,0.112744832,0.126891303,0.125869593,0.094069569,0.399175267,0.127099841,0.175174056,0.108662941,0.169765051,0.136359201,0.20329448,0.275232086,0.264424247,0.211491642,0.118316168,0.034853025,0.023834536,0.12440713,0.279989253,0.171472833,0.032577573
69,SNU-407,0.002208953,0.007207997,0.015397157,0.08715678,-0.031849799,0.026673458,0.202396287,0.191865008,-0.025872098,-0.009938549,-0.042862698,0.137333613,-0.029143479,-0.039520741,0.026621186,0.050731463,0.051234579,0.007272507,0.048974293,0.12559367,0.01085775,0.455544873,-0.019194957,0.052530332,-0.091821413,0.049450522,0.033221082,-0.006805628,0.060864304,-0.061809655,0.140703205,0.018951992,0.170354896,-0.085711961,0.04478194,0.306551327,0.045029276,0.167650054
70,SNU-283,0.044458501,0.083568565,0.071455901,0.052905656,0.126441824,0.131012672,0.269419481,0.063268792,0.08142843,0.096485648,0.089501454,0.157428404,0.06657868,0.033533747,0.142481267,0.094075672,0.183870774,0.084090068,0.061056393,0.090594581,0.134627567,0.415155679,0.118970554,0.065643774,0.116025892,0.085689204,0.082485364,0.091805605,0.144310916,-0.009541027,0.139481815,0.107021516,0.062542694,0.158297528,-0.040597154,0.294483734,0.104035861,0.077478673
71,SNU-175,0.014163004,0.027599426,-0.000359339,0.020652645,-0.041922632,0.000154342,0.161409555,0.184333939,0.009727318,0.030200619,0.047222137,0.038416376,-0.041214233,0.008345289,0.081652817,0.04112016,0.093303649,-0.026742152,-0.005752523,0.088881122,0.004803869,0.338294414,0.024155428,0.017212956,-0.11691476,0.023834656,-0.014061808,-0.026648967,-0.028794664,0.025206295,0.106638926,0.058427092,0.12804565,0.039426344,-0.06312712,0.291202149,0.083866691,0.106134347
72,SNU-1040,0.051209649,0.084102598,0.025754386,0.012559879,-0.046472875,0.036903902,0.07611691,0.142149647,0.006222044,0.021970589,0.087899273,0.134227255,-0.054478937,-0.022392832,-0.074659133,0.102742472,-0.013896876,-0.058228814,0.060435599,0.16617806,0.018033488,0.402169161,-0.00442973,0.040555863,-0.025916531,0.083223235,-0.006389624,0.041200099,0.092214546,0.059331339,0.069795898,-0.001243895,0.16519737,-0.038437898,0.021107561,0.314142973,0.136294031,0.237743424
73,RO82-W-1,0.2160245,0.214963804,0.153380699,0.167496582,0.090493173,0.183191746,0.186908589,0.222859725,0.151188862,0.1657176,0.331611107,0.231708577,0.365279298,0.282892152,0.213270045,0.240710591,0.221201711,0.194220186,0.224098097,0.240129993,0.160682507,0.172070043,0.231612678,0.239921768,0.238476148,0.2294878,0.226957869,0.273594346,0.245162642,0.286839943,0.131187637,0.138610123,0.232528005,0.054816091,0.141947108,0.119401492,0.215496167,0.174348134
74,OC-314,0.027910783,0.129961564,-0.114336609,-0.018733039,-0.003442022,0.048837892,0.105550268,0.076221269,-0.062274779,0.037196876,0.041766641,-0.004670591,0.060299863,0.113251837,0.05010382,0.073281751,0.107147718,0.016773049,0.018625299,0.067068692,-0.042393877,0.183036297,-0.038892876,0.022400476,0.047150223,0.059535126,-0.00064439,0.081473762,0.066600858,0.032217243,-0.010699901,0.100853888,0.071162253,0.06215515,-0.102628253,0.100345972,0.03927877,0.041206752
75,MPP-89,0.141760221,0.136158097,-0.06460186,0.106263577,0.03518765,0.057781785,0.183019083,0.170008071,0.051732545,0.030069214,0.071491675,0.043059632,0.279097845,0.157213746,0.045852276,0.070264251,-0.003139552,0.099857695,0.176732454,0.119716987,0.038946703,0.289482052,0.049714001,0.158173328,0.042597582,0.142323609,0.11836369,0.191848116,0.068409491,0.169186635,0.06174787,0.028283599,0.058957719,-0.056293854,0.023467057,0.178189404,0.047987118,0.106135709
76,IST-SL1,0.174048534,0.1527253,0.088852624,0.012135663,-0.010628133,0.074454643,0.075771267,0.129814244,0.021127415,0.236624269,0.198160104,0.088724706,0.011343688,0.170318963,0.202163795,0.145429979,0.248626519,-0.067791929,0.114499389,0.133065099,-0.02298917,0.053309021,0.181212973,-0.003478607,-0.1322959,0.098510887,0.096635868,0.033702233,0.179300424,0.214100053,0.08778731,0.213458013,0.249163354,0.202107285,-0.060567345,0.18540857,0.174919617,0.115374352
77,IST-MES1,0.067851257,0.265598214,0.022914268,0.094251397,0.068669036,0.0498345,0.05534711,0.215126733,0.019289973,0.070001543,0.307130838,0.110851276,0.24105063,0.226484656,0.241172,0.182115858,0.041626988,0.085496625,0.192254548,0.164503098,0.03500038,0.231832942,0.129125206,0.095498743,0.056769615,0.1433631,0.157441304,0.209917471,0.028351462,0.105937227,0.090030659,0.019466121,0.189463931,-0.008008801,-0.039005704,0.157013689,0.159780319,0.20561058
78,IST-MEL1,0.245521321,0.2803818,0.088372561,0.157936951,0.045345765,0.096054522,-0.044567699,0.243443689,0.142462339,0.167929216,0.226144893,0.134378175,0.32755012,0.264445927,0.185126082,0.204177884,0.12851252,0.10391884,0.185195057,0.223110407,0.055450334,-0.1926968,0.226261633,0.21179761,0.127509113,0.24110625,0.205003061,0.27350347,0.148467443,0.267834986,0.101906699,0.121846566,0.202360707,-0.003706249,0.06222105,0.071374132,0.297991771,0.171705044
79,GI-ME-N,0.152915562,0.215052969,-0.026414587,0.121524277,0.116048672,0.076806498,0.027364871,0.112230486,0.01748907,0.105047166,0.166865758,0.078335798,0.227378877,0.122705404,0.076647054,0.177292949,0.095660857,0.07444425,0.152295602,0.100894895,-0.033797544,-0.140599217,0.124660165,0.140921971,0.085951699,0.13014108,0.141532162,0.178973995,0.064111187,0.197734351,0.095110738,0.050228243,0.165429518,0.1415922,0.044580645,-0.010342738,0.182279021,0.152284912
80,IST-SL2,0.08006255,0.103796606,0.045243398,-0.006591603,-0.075629385,0.004680486,0.078280209,0.148154427,-0.0112393,0.07688926,0.267396538,0.050871697,0.020000486,0.041943868,0.131813313,0.079183543,0.12367085,0.015284764,0.071611789,0.051944429,-0.095534507,0.279452282,0.101701034,0.05719601,-0.054658152,0.075073029,0.101676537,0.040578626,0.090348805,0.077099069,-0.000575497,0.008095323,0.207743035,0.050345225,-0.118683427,0.230998114,0.09541472,0.077884363
81,ATN-1,0.097958543,0.013093796,0.270801874,0.253556703,0.054704455,0.103375264,0.03687133,0.232065948,0.175210583,0.156231625,0.042384423,0.097200483,0.033660361,0.077884838,0.033567829,0.143456474,0.083031899,0.26655252,0.135798434,0.012373259,0.339528735,-0.001562273,0.114918257,0.072614509,-0.092658464,0.054915497,0.082078462,0.064068433,0.061553231,0.126279143,0.075724814,0.094406064,0.024564727,0.005113167,0.413146348,0.116390738,0.168274982,0.049373505
82,TC-YIK,0.067467289,0.016521831,-0.048168461,-0.022981,0.074935771,0.122504833,0.077433129,0.02157666,-0.005569642,0.06102352,0.075241442,0.062412676,-0.067882707,0.048321916,0.202088373,0.16487187,0.278580779,-0.032350565,0.009343225,0.007592871,-0.060155454,0.102354532,0.066673543,-0.088424563,-0.014368407,0.033735708,0.019285311,-0.043118171,0.218406008,0.043154279,0.170427952,0.114939742,0.099978266,0.241572372,-0.029962036,0.151971585,0.104493516,0.063789833
83,RCC10RGB,0.130875889,0.188053412,0.040362147,0.191368955,0.072978942,0.123594617,0.038788054,0.109289454,0.101358805,0.089529095,0.076034494,0.165915656,0.23515985,0.138642588,0.134090936,0.132417928,0.114374291,0.123793206,0.139875012,0.076088852,0.087058025,-0.10459236,0.129595381,0.171680629,0.144306962,0.230389591,0.1394884,0.211333643,0.18214875,0.162363682,0.113878722,0.119211001,0.11415022,0.072730732,0.129922185,-0.011373817,0.031329533,0.026706418
84,PC-14,0.058449418,0.216279657,0.015583312,0.050598753,0.082848896,0.084402467,0.090627991,0.077627066,0.04311933,0.018085386,0.117980641,0.181808277,0.228357871,0.084593222,0.077719678,0.062516928,0.045648858,0.103589139,0.14148913,0.128952937,0.095234017,0.12535667,0.066575736,0.140167702,0.109355592,0.155774222,0.113076032,0.190131643,0.114761959,0.104522082,0.053198215,0.084512061,0.058765346,0.084109687,0.053617049,0.067810162,0.077188636,0.141165608
85,OVK-18,0.106742296,0.102113066,0.028288764,0.005143903,0.016633812,0.043323459,0.221253023,0.128239334,0.037035542,0.062676154,0.118123886,0.018693796,0.007364618,0.09149898,0.181260583,0.104346157,0.015845336,-0.027502852,0.071269024,0.132047055,-0.01124449,0.567711807,0.002770985,0.03979033,-0.08095693,0.089201784,0.033726284,0.083238827,-0.037883807,0.055897868,-0.127334727,-0.024886638,0.148957863,-0.085887635,-0.015560832,0.345741885,0.186574826,0.168533565
86,OS-RC-2,0.201338845,0.199943311,0.06265065,0.230599195,0.100768364,0.158167438,0.044357265,0.116285289,0.146165319,0.141002534,0.109297407,0.173644525,0.282270826,0.238112079,0.095763848,0.227285196,0.102726519,0.150877254,0.188823472,0.126160651,0.114906061,-0.07720458,0.183659372,0.162857687,0.114021305,0.250552684,0.169405343,0.28279554,0.167539522,0.242140471,0.122677228,0.133527713,0.128189866,-0.017125519,0.116544775,0.040934717,0.140974715,0.090948175
87,OMC-1,0.073143274,0.256241332,0.10027798,0.206069459,0.066985612,0.107813186,0.135099352,0.232301114,0.054063661,-0.13248106,0.216548639,0.160436765,0.154328022,0.085276529,-0.134002968,0.039538673,0.010728885,0.104042034,0.155286836,0.223372026,0.080358646,0.22892864,0.136001225,0.096898352,-0.00674763,0.171372349,0.13931307,0.168136604,0.045558022,0.020647595,0.074969015,0.043734616,0.241490328,-0.03521985,0.097806819,0.13439598,0.140804016,0.219190787
88,OCUB-M,0.046780953,0.166135596,0.067193615,0.061440541,-0.030470428,0.066295389,0.029530262,0.151988699,-0.002214088,0.0459033,0.250517441,0.125969168,0.026556238,0.061190134,0.075764501,0.134348868,0.071925582,-0.040451449,0.078424229,0.131628381,0.00500864,0.133502094,0.06850675,0.018029666,-0.118643115,0.068476004,0.054479997,0.046373247,0.016180112,0.040777415,0.083623124,-0.011411623,0.152287587,0.054105494,-0.015140702,0.155611777,0.179020216,0.150966915
89,NOS-1,0.14261807,0.203034389,0.067717257,0.008107862,0.072096402,0.041679683,-0.006975017,0.196097905,0.036515453,0.094687646,0.134330899,0.060985596,0.205465916,0.233978374,0.154515802,0.11045391,0.101228878,0.002863756,0.116899207,0.185843991,0.07789357,-0.094168562,0.162488641,0.14156494,0.087910509,0.11458419,0.082571118,0.184275186,0.068152128,0.10226148,0.032531062,0.047520587,0.265965171,-0.015947508,-0.011937535,-0.009628762,0.165374987,0.215020709
90,NEC8,0.098613782,0.129067054,0.087827073,0.032500132,0.05887807,0.074854845,0.204947475,0.075558421,0.050860959,0.104201697,0.05437592,0.06420647,0.058275119,0.164722889,0.175094815,0.148476828,0.019335814,0.007075485,0.081822963,0.148211464,0.012350958,0.293055991,0.078763151,0.085688286,0.01831708,0.137383188,0.045350014,0.128374543,0.034519841,0.009696706,0.019563912,0.078571249,0.256204893,0.162594089,-0.043778801,0.190409786,0.113101414,0.221419031
91,NB69,0.150480755,0.270649174,-0.093565636,-0.027420355,0.135165009,0.138800267,0.145471752,0.12438198,0.011203168,0.20667818,0.141745448,0.036414674,0.173608995,0.123242771,0.203813369,0.118597036,0.145841244,-0.001032206,0.091698273,0.112942941,-0.106898685,0.111770288,0.127620985,0.131127944,0.008770498,0.193749862,0.133731983,0.178517723,0.103013144,0.179345809,0.138797776,0.078425788,0.170537157,0.061422694,-0.075488294,0.182727554,0.16281993,0.210191307
92,MS-1,0.132272235,0.161756154,-0.099635412,-0.059661046,0.156498967,0.112851931,0.281440301,0.03723953,-0.020160453,0.229595765,0.113339429,0.004995655,-0.042425913,0.095895418,0.236651894,0.092790359,0.277912346,-0.015341947,0.12115693,0.106439759,-0.075531779,0.243160483,0.079931135,-0.000515768,0.028091573,0.090993301,0.062643267,-0.004805042,0.209228348,0.04182724,0.24142495,0.156797424,0.148440447,0.111284257,-0.085429949,0.216137891,0.081904899,0.160608213
93,MKN45,0.025921349,0.046850938,0.0323651,0.031919256,0.00624782,0.033947606,0.146147287,0.120493332,-0.033169579,-0.000807805,0.105793095,-0.001503648,-0.012460135,-0.028618637,-0.046365052,0.023190018,0.031815166,-0.057594572,-0.012856852,0.057701509,-0.104103836,0.307264234,-0.035535169,0.024051962,0.008737049,0.043755453,0.032861376,0.062629939,0.036454753,-0.007420692,-0.097899467,-0.03292345,0.095849447,-0.066115175,-0.026971778,0.276799342,0.176430486,0.071217413
94,TE-15,0.084712363,0.209324075,0.082496077,0.160440909,0.060545976,0.088769979,0.01005332,0.133101417,0.136834386,0.004271092,0.121379674,0.202143413,0.193201719,0.150613565,0.031511827,0.072547117,0.066043329,0.152513272,0.125810462,0.172055744,0.170955472,-0.029282457,0.092786096,0.168653627,0.121545091,0.173715456,0.13333139,0.202516869,-0.00642047,0.109906915,0.100842505,0.142176589,0.142868078,0.036551208,0.139264127,-0.032506922,0.110829574,0.1332348
